"Nombre de Archivo: liq 319 2022-mar-25_2022-abr-10 REF.xls"
"Fecha de Creaccion de Registro: 12/4/2022 19:17:03"
"Periodo de liquidacion: 25/mar/2022->10/abr/2022"
"Registros de Conciliacion:"
"CL-ALBA-0319-22 CAMISETA"
"-:CT- JACKY-22 VESTIDO,235,72"
"-:3190090165,CT- JACKY-22 VESTIDO CORTA AZUL T.P,2"
"-:3190090166,CT- JACKY-22 VESTIDO CORTA AZUL T.M,1"
"-:3190090168,CT- JACKY-22 VESTIDO CORTA AZUL T.EG,1"
"-:3190090169,CT- JACKY-22 VESTIDO CORTA GRIS JASPEADO T.P,3"
"-:3190090170,CT- JACKY-22 VESTIDO CORTA GRIS JASPEADO T.M,2"
"-:3190090171,CT- JACKY-22 VESTIDO CORTA GRIS JASPEADO T.G,2"
"-:3190090172,CT- JACKY-22 VESTIDO CORTA GRIS JASPEADO T.EG,1"
"-:3190090173,CT- JACKY-22 VESTIDO CORTA GRIS OSCURO T.P,5"
"-:3190090174,CT- JACKY-22 VESTIDO CORTA GRIS OSCURO T.M,4"
"-:3190090175,CT- JACKY-22 VESTIDO CORTA GRIS OSCURO T.G,6"
"-:3190090176,CT- JACKY-22 VESTIDO CORTA GRIS OSCURO T.EG,4"
"-:3190090177,CT- JACKY-22 VESTIDO CORTA MELON T.P,4"
"-:3190090178,CT- JACKY-22 VESTIDO CORTA MELON T.M,8"
"-:3190090179,CT- JACKY-22 VESTIDO CORTA MELON T.G,4"
"-:3190090180,CT- JACKY-22 VESTIDO CORTA MELON T.EG,4"
"-:3190090181,CT- JACKY-22 VESTIDO CORTA NEGRO T.P,2"
"-:3190090182,CT- JACKY-22 VESTIDO CORTA NEGRO T.M,2"
"-:3190090183,CT- JACKY-22 VESTIDO CORTA NEGRO T.G,4"
"-:3190090184,CT- JACKY-22 VESTIDO CORTA NEGRO T.EG,2"
"-:3190090185,CT- JACKY-22 VESTIDO CORTA VERDE SALVIA T.P,1"
"-:3190090186,CT- JACKY-22 VESTIDO CORTA VERDE SALVIA T.M,3"
"-:3190090187,CT- JACKY-22 VESTIDO CORTA VERDE SALVIA T.G,2"
"-:3190090188,CT- JACKY-22 VESTIDO CORTA VERDE SALVIA T.EG,5"
"CT-ALBA-0101-22 CAMISETA"
"-:CT-ALBA-0101-22 CAMISETA,239,7"
"-:3190050965,CT-ALBA-0101-22 CAMISETA CORTA AMARILLO T.14,2"
"-:3190050967,CT-ALBA-0101-22 CAMISETA CORTA AMARILLO T.18,3"
"-:3190050968,CT-ALBA-0101-22 CAMISETA CORTA AMARILLO T.20,2"
"CT-ALBA-0102-22 CAMISETA"
"-:CT-ALBA-0102-22 CAMISETA,244,11"
"-:3190050969,CT-ALBA-0102-22 CAMISETA CORTA NEGRO T.14,3"
